ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q1 Examine,Q1 Interview,Q1 Test,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q2 Examine,Q2 Interview,Q2 Test,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q3 Examine,Q3 Interview,Q3 Test,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Q4 Examine,Q4 Interview,Q4 Test,Remediation Owner,Remediation Due Date,Minimum Target,Action Plan,Artifact Name
ID.IM-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-01,Improvements are identified from evaluations,Ex1: Perform self-assessments of critical services that take current threats and TTPs into consideration,"Self-assessment against current threats is establishing but young: this CISO assessment is itself the second evaluation cycle after the Q1 Internal Audit round, and threat-informed review of critical services happens within D&R informally. The threat profile (extortion, product fraud, supply chain, nation-state, insider) is documented, but no recurring self-assessment calendar exists and TTP-based control validation has not started..",Yes,Gerry Callahan,Nadia Khan; Leila Haddad,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,"1. Review quarterly self-assessments
2. Examine threat-informed risk assessments
3. Verify KPI-driven gap analysis
4. Assess investment decision process",2,5,Per Internal Audit Q1 2026 assessment (IA-2026-001); see IA workpapers.,2026-03-10,Complete,Per IA workpapers,Per IA workpapers,Per IA workpapers,3,5,"Self-assessment against current threats is establishing but young: this CISO assessment is itself the second evaluation cycle after the Q1 Internal Audit round, and threat-informed review of critical services happens within D&R informally. The threat profile (extortion, product fraud, supply chain, nation-state, insider) is documented, but no recurring self-assessment calendar exists and TTP-based control validation has not started.",2026-06-19,Complete,"Threat profile document, Q1 audit cycle records",Nadia Khan,,3,5,"The quarterly threat-informed self-assessment cadence launched with the extortion scenario against biometric data stores in September: a half-day structured walkthrough with D&R, VM, and the GRC lead producing nine improvement items. One cycle does not make a cadence — the calendar exists but has run once, TTP-based control validation remains unstarted, and the improvement items are not yet integrated into the unified backlog. Foundation laid, reliability unproven.",2026-09-19,Complete,Extortion scenario workpapers; improvement item list,Gerry Callahan,,3,5,"The second cycle — the product-fraud scenario against the authentication decision path — slipped from November to January due to the DR test and encryption rollout consuming the same people, so the cadence has still executed only once this year. Improvement items from the September cycle did enter the unified backlog with three closed. The self-assessment mechanism is designed and demonstrated but not yet recurring, which is precisely what the score anchor describes.",2026-12-11,Complete,Cycle calendar; backlog item status,Gerry Callahan,,Gerry Callahan,2026-09-30,5,Protect the quarterly cadence by pre-booking cycle dates for 2027 at CISO staff and rotating scenario ownership so no single team's project load can slip it.,Self-Assessment-Calendar
ID.IM-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-02,"Improvements are identified from security tests and exercises
including those done in coordination with suppliers and relevant third parties","Ex1: Identify improvements for future incident response activities based on findings from incident response assessments (e.g., tabletop exercises and simulations, tests, internal reviews, independent audits)","Improvement identification from tests exists where tests exist: the March tabletop exercise produced eight tracked improvement items, five closed by end of Q2, and penetration test findings route into the vulnerability workflow. But the exercise program is thin — one tabletop per year, no purple-team or simulation testing, and no supplier participation — so the improvement stream draws from a shallow pool..",Yes,Nadia Khan,Gerry Callahan,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3.5,5,"Improvement identification from tests exists where tests exist: the March tabletop exercise produced eight tracked improvement items, five closed by end of Q2, and penetration test findings route into the vulnerability workflow. But the exercise program is thin — one tabletop per year, no purple-team or simulation testing, and no supplier participation — so the improvement stream draws from a shallow pool.",2026-06-19,Complete,"Tabletop after-action report, improvement item tracker",Nadia Khan,Verified closure evidence for the five closed items,4,5,"The expanded exercise calendar was adopted: two tabletops plus one technical simulation annually, with the Q4 tabletop scoped to include the top biometric data processor whose participation is contractually confirmed. Q3 delivered the first technical simulation — a purple-team exercise against the INC-2024-02 lateral-movement pattern — producing six improvement items, four already assigned. The improvement pool is visibly deepening beyond the single-tabletop baseline the year started with.",2026-09-16,Complete,Exercise calendar; purple-team report; improvement assignments,Nadia Khan,,4.5,5,The December tabletop ran with the biometric processor participating — the first supplier-inclusive exercise in company history — testing the third-party-compromise scenario from the threat profile and producing eleven improvement items including two on the supplier's side with contractual follow-up. All 2026 exercise commitments were met. The remaining gap to minimum is closure discipline: five items from the year's exercises remain open past their target dates.,2026-12-11,Complete,Tabletop report; supplier follow-up letter; item closure tracking,Nadia Khan,Traced 8 improvement items to backlog status,Nadia Khan,2026-12-15,5,Close the five overdue exercise-derived items by Q1 2027 and add exercise-item aging to the monthly CISO staff review.,Tabletop-AAR-2026-03
ID.IM-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-03,"Improvements are identified from execution of operational processes
procedures
and activities",Ex1: Conduct collaborative lessons learned sessions with suppliers,"Operational lessons are captured within teams — D&R holds post-incident reviews and VM retros on missed-SLA patches — but there is no cross-team improvement process: lessons stay local, no shared backlog exists, and supplier lessons-learned sessions have never occurred despite the contract clauses enabling them. The INC-2024-02 lessons produced real changes (key rotation, port closure) proving the raw material is there when structure exists..",Yes,Gerry Callahan,Nadia Khan; Chris Magann; Leila Haddad,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3,5,"Operational lessons are captured within teams — D&R holds post-incident reviews and VM retros on missed-SLA patches — but there is no cross-team improvement process: lessons stay local, no shared backlog exists, and supplier lessons-learned sessions have never occurred despite the contract clauses enabling them. The INC-2024-02 lessons produced real changes (key rotation, port closure) proving the raw material is there when structure exists.",2026-06-19,Complete,"D&R post-incident review notes, VM retro records",Nadia Khan,,3.5,5,"The unified improvement backlog went live in ServiceNow in August, seeded with items from D&R post-incident reviews, VM retros, the March tabletop, and the September extortion self-assessment — 31 items total with owners and target dates. Monthly CISO staff review ran twice. The supplier lessons-learned session has not yet occurred, and two teams still hold local lists pending migration, so the cross-team structure exists but adoption is partial.",2026-09-18,Complete,ServiceNow backlog; CISO staff minutes,Gerry Callahan,,4,5,"Backlog adoption completed — all teams retired local lists — and the first supplier lessons-learned session ran in December alongside the tabletop, yielding three joint improvement items with the biometric processor. Monthly review is now routine with burndown reported: 19 of 42 items closed year-to-date. The control executes regularly; the flaw is follow-through on aging items, with a quarter of open items past target date and no escalation rule yet.",2026-12-10,Complete,Backlog burndown report; supplier session notes,Gerry Callahan,,Gerry Callahan,2026-10-31,5,Add an aging-escalation rule (items 30 days past target escalate to CISO staff) and set a 2027 closure-rate objective for the unified backlog.,Improvement-Backlog-Proposal
ID.IM-04 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.IM,Improvement (ID.IM),"Improvements to organizational cybersecurity risk management processes
procedures and activities are identified across all CSF Functions",ID.IM-04,"communicated
Incident response plans and other cybersecurity plans that affect operations are established
maintained
and improved","Ex1: Establish contingency plans (e.g., incident response, business continuity, disaster recovery) for responding to and recovering from adverse events that can interfere with operations, expose confidential information, or otherwise endanger the organization's mission and viability","The incident response plan was rewritten post-2024 and exercised in the March tabletop; escalation paths, severity definitions, and PagerDuty integration are current. Business continuity and disaster recovery plans exist but are weaker — the DR plan covers AWS regional failover for the platform yet has never been fully tested, and the BC plan does not reflect the 300-person org structure.",Yes,Nadia Khan,Gerry Callahan; Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4,5,"The incident response plan was rewritten post-2024 and exercised in the March tabletop; escalation paths, severity definitions, and PagerDuty integration are current. Business continuity and disaster recovery plans exist but are weaker — the DR plan covers AWS regional failover for the platform yet has never been fully tested, and the BC plan does not reflect the 300-person org structure. Plan maintenance is calendared annually.",2026-06-19,Complete,"IR plan v3, DR plan, tabletop records",Nadia Khan,Confirmed IR plan exercised in March tabletop,4,5,"Plans held current through the quarter's changes: the IR plan absorbed lessons from the purple-team simulation with two playbook updates, and the DR failover test was formally scheduled for November with success criteria agreed between Nadia Khan and Marcus Lee. The BC plan refresh against the 300-person org structure started but is incomplete, and the DR plan itself remains untested until the November window — maintenance is calendared and active, validation still pending.",2026-09-17,Complete,Updated IR playbooks; DR test plan; BC draft,Nadia Khan,,4.5,5,"The November DR failover test executed for the customer-configuration service: regional failover succeeded within the recovery-time objective but surfaced two runbook gaps and one stale DNS automation step, all corrected and retested in December. The BC plan refresh completed against the current org chart. Plans are now current and partially validated — full-platform DR validation and an annual BC exercise remain the gap between this and consistent execution across scope.",2026-12-09,Complete,DR test report; corrected runbooks; refreshed BC plan,Nadia Khan,Reviewed DR test evidence including failover timings,Nadia Khan,2026-12-15,5,"Schedule full-platform DR validation and the first BC exercise for 2027, with the January IR/BC/DR integration tabletop as the kickoff.",IR-Plan-v3
ID.RA-01 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-01,"Vulnerabilities in assets are identified
validated
and recorded",Ex1: Use vulnerability management technologies to identify unpatched and misconfigured software,"Vulnerability identification runs consistently: authenticated scanning covers the AWS estate and endpoints on a defined schedule, findings are validated and recorded in the ServiceNow-tracked workflow, and remediation SLAs by severity are measured — the Q1 audit confirmed the process reached consistent execution. Residual flaws are coverage-shaped: unmanaged assets (R4) escape scanning, and legacy Ubuntu hosts require manual handling..",Yes,Chris Magann,Tigan Wang; Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,"1. Review vulnerability scanning configuration
2. Examine weekly vulnerability reports
3. Verify TTR-C metrics
4. Assess prioritization process",3,5,Per Internal Audit Q1 2026 assessment (IA-2026-001); see IA workpapers.,2026-03-10,Complete,Per IA workpapers,Per IA workpapers,Per IA workpapers,5,5,"Vulnerability identification runs consistently: authenticated scanning covers the AWS estate and endpoints on a defined schedule, findings are validated and recorded in the ServiceNow-tracked workflow, and remediation SLAs by severity are measured — the Q1 audit confirmed the process reached consistent execution. Residual flaws are coverage-shaped: unmanaged assets (R4) escape scanning, and legacy Ubuntu hosts require manual handling.",2026-06-19,Complete,"Scan schedule and coverage reports, remediation SLA dashboard",Chris Magann; Tigan Wang,Verified three scan cycles completed on schedule across Q2,5,5,"Vulnerability identification held its consistent execution through a stress quarter: ASM discovery raised finding arrival roughly 30% in August, and the scanning program absorbed the newly discovered assets into authenticated coverage within the month. SLA measurement continued unbroken and the ServiceNow workflow handled the volume without backlog inversion in the high tiers. Coverage-shaped residuals persist — unmanaged assets outside the reconciled inventory still escape scanning until R4 closes.",2026-09-15,Complete,Scan coverage reports; SLA dashboards; ASM onboarding records,Chris Magann,Verified scan enrollment for 15 ASM-discovered assets,5,5,"Consistent execution continued with the expanded estate: authenticated scanning now includes all Q3-discovered assets, the legacy Ubuntu hosts' manual handling burden dropped as two retired, and quarterly trend data feeds the ROC weekly cycle. The program remains at consistent-with-minor-flaws rather than measured-and-improving because coverage attestation still inherits the 64% inventory ceiling — the control cannot prove completeness against an estate it cannot fully enumerate.",2026-12-08,Complete,Q4 scan coverage; SLA compliance trend,Chris Magann,Re-performed coverage check against reconciled inventory sample,,,5,,VM-Coverage-Report-Q2
ID.RA-02 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,Ex1: Configure cybersecurity tools and technologies with detection or response capabilities to securely ingest cyber threat intelligence feeds,"Threat intelligence consumption is informal: D&R monitors vendor advisories, CISA alerts, and community sources, and GuardDuty's managed findings embed AWS threat intel — but there is no structured ingestion into detection tooling, no documented intelligence requirements tied to the threat profile, and no record of intel-driven detection or patching decisions. Intelligence use depends on individual analyst initiative..",Yes,Nadia Khan,Chris Magann,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,3.5,5,"Threat intelligence consumption is informal: D&R monitors vendor advisories, CISA alerts, and community sources, and GuardDuty's managed findings embed AWS threat intel — but there is no structured ingestion into detection tooling, no documented intelligence requirements tied to the threat profile, and no record of intel-driven detection or patching decisions. Intelligence use depends on individual analyst initiative.",2026-06-19,Complete,"D&R source list, GuardDuty configuration",Nadia Khan,,4.5,5,"Intelligence consumption formalized substantially: priority intelligence requirements were derived from the five-actor threat profile, the weekly intel triage launched inside the new ROC cadence with a decision log recording actions taken, and two triage-driven outcomes are already documented — an emergency patch pulled forward for an actively exploited CVE and a new GuardDuty suppression-rule review. Detection use-case development from intel remains unstarted, keeping this just short of consistent.",2026-09-16,Complete,PIR document; triage decision log,Nadia Khan,,4.5,5,"The weekly triage ran without missed cycles through Q4 and the decision log shows steady action linkage, but the planned intel-to-detection pipeline did not materialize — no new detection use cases were built from intelligence this quarter as D&R capacity went to the DR test and tabletop. The process is consistent in its triage function while incomplete against its designed scope, warranting the hold at just-below-minimum until use-case development demonstrates.",2026-12-10,Complete,Q4 triage logs; detection use-case backlog,Nadia Khan,,Nadia Khan,2026-09-30,5,"Deliver the first two intel-derived detection use cases in Q1 2027 from the standing PIR set, with D&R capacity protected by the new hire.",Intel-Source-List
ID.RA-03 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-03,Internal and external threats to the organization are identified and recorded,Ex1: Use cyber threat intelligence to maintain awareness of the types of threat actors likely to target the organization and the TTPs they are likely to use,"The threat profile documents five prioritized actor classes — extortion-motivated crime, product fraud actors, supply chain attackers, nation-state collection, and insider risk — with rationale tied to the biometric business model, and it informed the 2026 detection roadmap. Recording is static, however: the profile is reviewed annually rather than continuously, and internal threat recording relies on D&R memory rather than a maintained register..",Yes,Nadia Khan,Gerry Callahan; Leila Haddad,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4,5,"The threat profile documents five prioritized actor classes — extortion-motivated crime, product fraud actors, supply chain attackers, nation-state collection, and insider risk — with rationale tied to the biometric business model, and it informed the 2026 detection roadmap. Recording is static, however: the profile is reviewed annually rather than continuously, and internal threat recording relies on D&R memory rather than a maintained register.",2026-06-19,Complete,"Threat profile document, detection roadmap",Nadia Khan,,4.5,5,"Threat recording moved into ServiceNow as planned: the five-actor profile now lives as maintained register entries with links to the risks and detection roadmap items each actor class drives, replacing the static annual document. The first quarterly refresh is scheduled for October against the intel triage output. Internal threat recording — insider and workflow risk observations from D&R — began flowing into the register, though coverage of that stream is still thin.",2026-09-17,Complete,ServiceNow threat records; linkage to register and roadmap,Nadia Khan,,5,5,"The October quarterly refresh executed on schedule, adjusting the fraud-actor entry with triage-observed credential-stuffing patterns against the platform, and a second refresh input came from the December supplier tabletop. The recording process now runs on cadence with documented inputs and outputs, reaching consistent execution. Depth of the insider-risk stream and integration with agentic-monitoring telemetry remain the improvement path beyond minimum.",2026-12-08,Complete,Refresh records; updated threat entries,Nadia Khan,,Nadia Khan,2026-10-31,5,Move threat recording into the ServiceNow register with quarterly refresh tied to the intel triage output.,Threat-Profile-2026
ID.RA-04 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-04,Potential impacts and likelihoods of threats exploiting vulnerabilities are identified and recorded,Ex1: Business leaders and cybersecurity risk management practitioners work together to estimate the likelihood and impact of risk scenarios and record them in risk registers,"Likelihood and impact estimation happens jointly between security and business owners for the strategic register — each of R1 through R6 carries documented likelihood and impact rationale agreed with the accountable executive, reviewed monthly. The flaw is granularity and method: estimates are qualitative matrix placements without probability calibration, and operational risks below the strategic tier get scored by the GRC lead alone without business input..",Yes,Leila Haddad,Gerry Callahan; Dana Okafor,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4.5,5,"Likelihood and impact estimation happens jointly between security and business owners for the strategic register — each of R1 through R6 carries documented likelihood and impact rationale agreed with the accountable executive, reviewed monthly. The flaw is granularity and method: estimates are qualitative matrix placements without probability calibration, and operational risks below the strategic tier get scored by the GRC lead alone without business input.",2026-06-19,Complete,"Risk register likelihood/impact fields, review minutes",Leila Haddad,,5,5,"The calibrated estimation pilot launched under the quantitative risk work: R2, R3, and R6 received calibrated probability and dollar-impact ranges built jointly with their accountable owners, replacing matrix placements, and the business-owner participation threshold for operational risks was defined and socialized. Three of six strategic risks remain on qualitative placements pending the Q4 pilot extension, and the estimation guide is one facilitator deep — process reliability now demonstrated but not yet resilient.",2026-09-18,Complete,Calibrated estimates for R2/R3/R6; participation threshold memo,Leila Haddad,,5.5,5,"All six strategic risks completed calibrated estimation by December, and the loss-exceedance view built on the ranges anchored the FY2027 budget submission — the first investment case argued in dollars-at-risk terms. Business-owner participation held for all above-threshold operational estimates this quarter. The control now executes consistently with its metrics reviewed monthly; second-facilitator training is underway to remove the single-person dependency, the residual flaw.",2026-12-11,Complete,Complete calibrated register; FY2027 budget submission excerpt,Leila Haddad,Re-performed one calibration session's range arithmetic,Leila Haddad,2026-12-15,5,"Introduce calibrated estimation for the strategic register as part of the Q3 quantitative pilot under GV.RM-06, with business-owner participation required for operational risks above a defined threshold.",Register-Scoring-Extract
ID.RA-05 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-05,"Threats
vulnerabilities
likelihoods
and impacts are used to understand inherent risk and inform risk response prioritization",Ex1: Develop threat models to better understand risks to the data and identify appropriate risk responses,"Risk prioritization synthesizes threats, vulnerabilities, and impacts for the strategic tier — the register links each risk to its driver and CSF areas, and treatment sequencing follows the scores. Formal threat modeling is the gap: no documented threat models exist for the authentication platform or biometric data flows, so inherent-risk understanding below the strategic tier is assembled ad hoc during design reviews rather than systematically..",Yes,Leila Haddad,Nadia Khan; Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4,5,"Risk prioritization synthesizes threats, vulnerabilities, and impacts for the strategic tier — the register links each risk to its driver and CSF areas, and treatment sequencing follows the scores. Formal threat modeling is the gap: no documented threat models exist for the authentication platform or biometric data flows, so inherent-risk understanding below the strategic tier is assembled ad hoc during design reviews rather than systematically.",2026-06-19,Complete,"Risk register linkage fields, design review records",Marcus Lee,,4,5,"Threat modeling of the two crown-jewel flows started late in the quarter after the intel triage and calibration pilot consumed shared capacity: the authentication decision path model reached draft with actor-path mapping against the fraud and extortion scenarios, while the biometric template lifecycle model is outline-only. Strategic-tier prioritization continued operating well — the register's threat-vulnerability-impact synthesis fed the Q3 treatment resequencing decisions — but the below-tier systematic gap persists.",2026-09-19,Complete,Draft authentication-path threat model; register linkage,Leila Haddad,,5,5,"Both crown-jewel threat models were delivered in November: the authentication decision path and biometric template lifecycle each carry actor-mapped attack paths, control coverage annotations, and refresh triggers tied to architecture change. The models immediately earned use — two findings from the December tabletop mapped onto model-identified paths, validating their realism. Systematic modeling below the crown-jewel tier remains future scope, but the prioritization control now executes consistently at its designed depth.",2026-12-10,Complete,Both completed threat models; tabletop finding mapping,Leila Haddad,,Nadia Khan,2026-11-30,5,"Produce threat models for the two crown-jewel flows (authentication decision path, biometric template lifecycle) using the documented threat profile, and refresh them on major architecture change.",Design-Review-Sample
ID.RA-06 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-06,"prioritized
Risk responses are chosen
planned
tracked
and communicated","Ex1: Apply the vulnerability management plan's criteria for deciding whether to accept, transfer, mitigate, or avoid risk","Risk responses for the strategic register are chosen, planned, and tracked — all six risks carry mitigate treatments with linked strategies, owners, target dates, and monthly cadence, and vulnerability-level accept/mitigate decisions follow the VM plan's criteria. Communication is solid upward but weaker sideways: treatment progress reaches the Audit Committee quarterly, while affected teams learn of response decisions inconsistently..",Yes,Leila Haddad,Gerry Callahan; Chris Magann,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,,,,,,,,,,4.5,5,"Risk responses for the strategic register are chosen, planned, and tracked — all six risks carry mitigate treatments with linked strategies, owners, target dates, and monthly cadence, and vulnerability-level accept/mitigate decisions follow the VM plan's criteria. Communication is solid upward but weaker sideways: treatment progress reaches the Audit Committee quarterly, while affected teams learn of response decisions inconsistently.",2026-06-19,Complete,"Treatment plans R1-R6, VM plan decision criteria",Leila Haddad,Traced two Q2 acceptance decisions to documented criteria,5,5,"The ServiceNow response-tracking extension went live: every strategic and above-threshold operational risk response now carries a named owner, due date, and monthly status check, and response status became a standing section of the monthly CISO staff risk review. Sideways communication improved measurably — affected teams receive response decisions through the weekly ROC cycle notes. First month's data shows two responses flagged at-risk and resequenced, evidence the tracking drives management action.",2026-09-15,Complete,Extended workflow records; CISO staff minutes,Leila Haddad,Traced 6 risk responses through the new workflow fields,5.5,5,"Response tracking sustained through Q4 with full field compliance on all register entries, and the monthly review now consumes an automated status report rather than manually assembled slides. The R4 reforecast decision in October demonstrated the escalation path working as designed — at-risk status surfaced, options were costed, and the Audit Committee approved the revision with documented rationale. Measurement and drift-response now demonstrably operate, lifting this above bare consistency.",2026-12-09,Complete,Automated status reports; R4 reforecast decision trail,Leila Haddad,,Leila Haddad,2026-10-31,5,"Formalize risk response tracking: extend the ServiceNow risk register workflow so every accepted or mitigated risk response has a named owner, due date, and monthly status check; integrate response status into the monthly CISO staff risk review.",Treatment-Status-Q2
ID.RA-07 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-07,"Changes and exceptions are managed
assessed for risk impact
recorded
and tracked","Ex1: Implement and follow procedures for the formal documentation, review, testing, and approval of proposed changes and requested exceptions","Change management improved from the near-absent state the Q1 audit found — a documented procedure now exists, production changes route through pull-request review with the infrastructure-as-code gate, and an exceptions log started in April. Execution is unreliable: emergency changes bypass documentation roughly a quarter of the time, risk impact assessment is a checkbox rather than an analysis, and the exceptions log has no review cadence yet..",Yes,Chris Magann,Marcus Lee; Jane Alvarez,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,"1. Review change management policy
2. Examine ServiceNow change records
3. Sample audit change compliance
4. Verify crown jewel additional review process",1,5,Per Internal Audit Q1 2026 assessment (IA-2026-001); see IA workpapers.,2026-03-10,Complete,Per IA workpapers,Per IA workpapers,Per IA workpapers,3,5,"Change management improved from the near-absent state the Q1 audit found — a documented procedure now exists, production changes route through pull-request review with the infrastructure-as-code gate, and an exceptions log started in April. Execution is unreliable: emergency changes bypass documentation roughly a quarter of the time, risk impact assessment is a checkbox rather than an analysis, and the exceptions log has no review cadence yet.",2026-06-19,In Progress,"Change procedure, PR review records, exceptions log",Jane Alvarez,Sampled 10 Q2 production changes; 7 fully documented,3,5,"Change management improvements held but did not deepen: the 48-hour emergency-change retrospective rule was adopted with compliance near 70% — better than the roughly-75%-documented baseline yet still leaking — the narrative risk-impact field deployed to the template, and the exceptions log gained its monthly CISO staff review in September's session. Execution remains unreliable under pressure; two August emergency changes bypassed documentation entirely during the ASM onboarding push.",2026-09-18,Complete,Emergency change records; exceptions log; September review minutes,Chris Magann,Sampled 12 changes: 9 fully documented with risk narrative,3,5,"The pattern repeated in Q4: routine changes flow through the documented pull-request path reliably, but the quarter's high-tempo work — encryption rollout, DR test remediation, host retirements — produced three more undocumented emergency changes, and retrospective compliance plateaued around 70%. The monthly exceptions review runs and surfaces the misses, which is new visibility, but the control's execution reliability has not structurally improved. Root cause is capacity and culture, not process design.",2026-12-11,Complete,Q4 change sample; exceptions log trend,Chris Magann,Sampled 12 changes: 8 fully documented,Chris Magann,2026-08-31,5,"Make emergency-change retrospective completion a squad-level KPI in the weekly ROC cycle and pre-stage change templates for planned high-tempo work, targeting 90%+ compliance by Q2 2027.",Change-Sample-Q2
ID.RA-08 Ex1,IDENTIFY (ID),The organization's current cybersecurity risks are understood,ID.RA,Risk Assessment (ID.RA),"The cybersecurity risk to the organization
assets
and individuals is understood by the organization",ID.RA-08,"Processes for receiving
analyzing
and responding to vulnerability disclosures are established",Ex1: Conduct vulnerability information sharing between the organization and its suppliers following the rules and protocols defined in contracts,"Vulnerability disclosure handling matured fast after the INC-2024-01 disclosure dispute: a published security.txt and disclosure policy, an intake queue with defined response SLAs, and contract-based vulnerability sharing protocols with suppliers. Q2 metrics show all external reports acknowledged within the SLA, and the process was validated by Internal Audit in Q1 with improvement recommendations already closed.",Yes,Chris Magann,Leila Haddad; Marcus Lee,Leila Haddad (Security GRC Lead) - CISO management self-assessment,,"1. Review disclosure policy and SLAs
2. Verify external intake process
3. Examine supplier vulnerability sharing
4. Sample disclosure handling",3,5,Per Internal Audit Q1 2026 assessment (IA-2026-001); see IA workpapers.,2026-03-10,Complete,Per IA workpapers,Per IA workpapers,Per IA workpapers,6,5,"Vulnerability disclosure handling matured fast after the INC-2024-01 disclosure dispute: a published security.txt and disclosure policy, an intake queue with defined response SLAs, and contract-based vulnerability sharing protocols with suppliers. Q2 metrics show all external reports acknowledged within the SLA, and the process was validated by Internal Audit in Q1 with improvement recommendations already closed. Supplier-facing sharing exercised twice this quarter.",2026-06-19,Complete,"Disclosure policy, intake queue metrics, supplier sharing records",Chris Magann,Verified SLA compliance for all Q2 external reports,6,5,"Disclosure handling sustained its measured performance: all external reports acknowledged within SLA for the fourth consecutive quarter, the intake queue's aging metric stayed green, and the supplier vulnerability-sharing protocol exercised once with the Apple Passkey vendor over a jointly triaged library flaw. The process owner reviews the SLA and aging metrics monthly and closed one improvement item — auto-acknowledgment for the intake mailbox — from that review. Measured, owned, and acting on drift.",2026-09-16,Complete,SLA metrics; intake queue aging; supplier sharing record,Chris Magann,Traced 3 external reports intake-to-resolution,6,5,"Performance held: SLA compliance remained complete, December's researcher report on a low-severity header issue was acknowledged, triaged, and closed in nine days with public credit given, and the metrics review continued monthly without exceptions. No degradation and no material enhancement this quarter — the control operates at its measured plateau, appropriately resourced for the risk it treats, with trend data now spanning a full year of consistent execution.",2026-12-10,Complete,Q4 SLA metrics; December report handling record,Chris Magann,,,,5,,Disclosure-Queue-Metrics-Q2
